pos_id	pos_id_2	gene_peak_link
chr5:60206551-60207450	chr5:60487351-60488400	chiapet
chr5:68415301-68415900	chr5:68396251-68397150	chiapet
chr5:68415301-68415900	chr5:71714851-71715300	chiapet
chr5:71743351-71744550	chr5:71752501-71753400	chiapet
chr5:95857201-95857800	chr5:98772451-98775000	chiapet
chr5:96177301-96177900	chr5:96176101-96176400	chiapet
chr5:96177301-96177900	chr5:96157201-96158550	chiapet
chr5:98779201-98780850	chr5:96144301-96144750	chiapet
chr5:98779201-98780850	chr5:98772451-98775000	chiapet
chr5:98779201-98780850	chr5:98786251-98787600	chiapet
chr5:124718401-124718700	chr5:124765051-124765650	chiapet
chr5:125026951-125027850	chr5:124908601-124909200	chiapet
chr6:11251351-11252250	chr6:19836751-19839450	chiapet
chr6:20402401-20404950	chr6:20198851-20199150	chiapet
chr6:20402401-20404950	chr6:26155501-26160150	chiapet
chr6:21886801-21888150	chr6:21883501-21884400	chiapet
chr6:28863301-28864800	chr6:26155501-26160150	chiapet
chr6:105302101-105303000	chr6:105326251-105327150	chiapet
chr6:150972751-150973650	chr6:151004251-151005000	chiapet
chr7:96321151-96322500	chr7:96088651-96088800	chiapet
chr7:117384001-117385050	chr7:117364351-117364650	chiapet
chr7:158779051-158779950	chr7:158704351-158705850	chiapet
chr8:38734201-38736300	chr8:38384701-38387400	chiapet
chr8:38734201-38736300	chr8:38766151-38767500	chiapet
chr8:73095301-73095900	chr8:56073601-56075250	chiapet
chr8:80552101-80552850	chr8:81104101-81104850	chiapet
chr8:81104101-81104850	chr8:80552101-80552850	chiapet
chr8:98913301-98913900	chr8:98891551-98892600	chiapet
chr8:100680601-100682100	chr8:100487851-100488300	chiapet
chr8:100680601-100682100	chr8:101607151-101608650	chiapet
chr8:101578051-101579850	chr8:101504101-101506200	chiapet
chr8:101578051-101579850	chr8:101582701-101584950	chiapet
chr8:116471701-116473800	chr8:116759251-116759550	chiapet
chr8:129235201-129235800	chr8:129229051-129230250	chiapet
chr8:133359751-133360800	chr8:38384701-38387400	chiapet
chr9:19549951-19551900	chr9:72526801-72528300	chiapet
chr9:25537951-25538400	chr9:25677301-25678950	chiapet
chr9:72983101-72983700	chr9:72985201-72986100	chiapet
chr9:72983101-72983700	chr9:83986801-83987400	chiapet
chrX:15269551-15270450	chrX:15292651-15292950	chiapet
chrX:94499701-94500300	chrX:129660901-129661800	chiapet
chr1:8017501-8017800	chr1:8006401-8006700	chiapet
chr1:39129001-39129750	chr1:173867401-173869200	chiapet
chr1:61641751-61643100	chr1:61640401-61641150	chiapet
chr1:154885201-154887150	chr1:154607101-154609200	chiapet
chr1:241542301-241542600	chr1:15834301-15836550	chiapet
chr1:244833751-244836450	chr1:245060701-245061150	chiapet
chr10:78010051-78010650	chr10:77889151-77889900	chiapet
chr11:64316851-64321200	chr11:63936901-63940650	chiapet
chr11:64316851-64321200	chr11:64236301-64240950	chiapet
chr11:64316851-64321200	chr11:64566451-64568850	chiapet
chr11:64316851-64321200	chr11:64841551-64846050	chiapet
chr11:64316851-64321200	chr11:65505451-65509800	chiapet
chr11:65441251-65445750	chr11:65467501-65469450	chiapet
chr11:65441251-65445750	chr11:65505451-65509800	chiapet
chr11:68001751-68006400	chr11:65505451-65509800	chiapet
chr11:102346651-102348300	chr11:101119051-101120250	chiapet
chr11:108592651-108594300	chr11:108606601-108607200	chiapet
chr11:111426451-111427950	chr11:110711101-110713650	chiapet
chr11:114178651-114180900	chr11:114159751-114160500	chiapet
chr11:114178651-114180900	chr11:114182851-114184050	chiapet
chr11:130025401-130025850	chr11:130001551-130003950	chiapet
chr12:26100901-26101800	chr12:26043301-26044350	chiapet
chr12:42915451-42916350	chr12:42921751-42922800	chiapet
chr12:64625251-64626150	chr12:64633951-64634850	chiapet
chr12:89383351-89385300	chr12:89389801-89390400	chiapet
chr15:65303701-65306250	chr15:92636551-92639850	chiapet
chr15:92652151-92656200	chr15:92636551-92639850	chiapet
chr15:92652151-92656200	chr15:92695651-92696850	chiapet
chr15:92652151-92656200	chr15:92808451-92812500	chiapet
chr17:29292451-29294700	chr17:2392351-2394750	chiapet
chr17:29292451-29294700	chr17:28726801-28729650	chiapet
chr17:29292451-29294700	chr17:32141251-32143350	chiapet
chr17:36543901-36546300	chr17:37299601-37300050	chiapet
chr17:36543901-36546300	chr17:37406101-37407900	chiapet
chr17:50909101-50909850	chr17:50865001-50868150	chiapet
chr18:3721801-3723450	chr18:3710701-3711300	chiapet
chr18:23664601-23665500	chr18:23629351-23630100	chiapet
chr18:23664601-23665500	chr18:23684551-23685300	chiapet
chr18:36096901-36097500	chr18:36094501-36094800	chiapet
chr18:49591351-49592250	chr18:49681201-49681800	chiapet
chr2:65429851-65433150	chr2:65382751-65384250	chiapet
chr2:154449901-154450650	chr2:154447351-154448100	chiapet
chr2:164839951-164842800	chr2:221530201-221530500	chiapet
chr2:172084201-172089000	chr2:171762901-171763500	chiapet
chr2:172084201-172089000	chr2:172084201-172089000	chiapet
chr2:180367651-180368550	chr2:180364801-180365100	chiapet
chr2:180367651-180368550	chr2:180374551-180375150	chiapet
chr2:239304151-239304450	chr2:88015651-88017150	chiapet
chr20:15639001-15639300	chr20:15637651-15638250	chiapet
chr20:32348251-32348700	chr20:53863951-53866650	chiapet
chr21:17462401-17463150	chr21:17435551-17437200	chiapet
chr21:17462401-17463150	chr21:17467351-17467800	chiapet
chr21:17462401-17463150	chr21:17512351-17514450	chiapet
chr21:36059551-36061050	chr21:36134251-36136650	chiapet
chr21:36639451-36641250	chr21:36753601-36754950	chiapet
chr3:23645851-23646900	chr3:23592901-23593650	chiapet
chr3:29609251-29609850	chr3:29536351-29536800	chiapet
chr4:68732701-68733450	chr4:68904751-68906700	chiapet
chr4:73257151-73260000	chr4:73068301-73070550	chiapet
chr4:73257151-73260000	chr4:82428901-82431600	chiapet
chr4:93842551-93843000	chr4:93831301-93832650	chiapet
chr4:93842551-93843000	chr4:94757551-94759350	chiapet
chr4:94623151-94623900	chr4:94679701-94680900	chiapet
chr4:94623151-94623900	chr4:94757551-94759350	chiapet
chr4:139082701-139084650	chr4:88514401-88516050	chiapet
chr4:155705701-155706000	chr4:155444701-155445750	chiapet
chr4:186067801-186068700	chr4:186079051-186080100	chiapet
chr5:59560501-59561250	chr5:59767951-59769150	chiapet
chr5:71752501-71753400	chr5:71714851-71715300	chiapet
chr5:71752501-71753400	chr5:71743351-71744550	chiapet
chr5:98786251-98787600	chr5:96157201-96158550	chiapet
chr5:98786251-98787600	chr5:98772451-98775000	chiapet
chr5:98786251-98787600	chr5:98779201-98780850	chiapet
chr5:124765051-124765650	chr5:124718401-124718700	chiapet
chr5:176536351-176538900	chr5:177452251-177456450	chiapet
chr6:11275501-11275950	chr6:19836751-19839450	chiapet
chr6:19836751-19839450	chr6:11217151-11219250	chiapet
chr6:19836751-19839450	chr6:11251351-11252250	chiapet
chr6:19836751-19839450	chr6:11275501-11275950	chiapet
chr6:19836751-19839450	chr6:11296951-11297850	chiapet
chr6:19836751-19839450	chr6:11392351-11393550	chiapet
chr6:19836751-19839450	chr6:11439001-11439300	chiapet
chr6:19836751-19839450	chr6:19851451-19852200	chiapet
chr6:19836751-19839450	chr6:27806701-27808950	chiapet
chr6:19836751-19839450	chr6:31737601-31740600	chiapet
chr6:27157201-27158400	chr6:27823651-27825150	chiapet
chr6:105326251-105327150	chr6:105302101-105303000	chiapet
chr6:106446601-106447350	chr6:106509901-106513050	chiapet
chr6:106446601-106447350	chr6:106513951-106514850	chiapet
chr6:110527951-110529600	chr6:110681551-110682750	chiapet
chr6:151004251-151005000	chr6:150972751-150973650	chiapet
chr6:157020901-157022400	chr6:156776401-156780750	chiapet
chr7:156614101-156615300	chr7:156931051-156932400	chiapet
chr8:17794801-17795250	chr8:17836201-17836950	chiapet
chr8:38766151-38767500	chr8:38734201-38736300	chiapet
chr8:59439601-59439900	chr8:58845151-58845450	chiapet
chr8:80080351-80081550	chr8:80170801-80172900	chiapet
chr8:80577601-80580450	chr8:80745751-80746350	chiapet
chr8:101582701-101584950	chr8:101375851-101377200	chiapet
chr8:101582701-101584950	chr8:101578051-101579850	chiapet
chr8:101582701-101584950	chr8:101607151-101608650	chiapet
chr8:109262251-109262550	chr8:90000601-90002100	chiapet
chr8:127101301-127102950	chr8:126876601-126877200	chiapet
chr8:127101301-127102950	chr8:127090801-127093950	chiapet
chr9:25677301-25678950	chr9:25537951-25538400	chiapet
chr9:72985201-72986100	chr9:72983101-72983700	chiapet
chr9:81685951-81690900	chr9:81685951-81690900	chiapet
chr9:83986801-83987400	chr9:72983101-72983700	chiapet
chr9:109100401-109102350	chr9:109723951-109724550	chiapet
chrX:15292651-15292950	chrX:15269551-15270450	chiapet
chrX:129660901-129661800	chrX:94499701-94500300	chiapet
chr1:8182051-8182950	chr1:8258701-8260050	chiapet
chr1:15834301-15836550	chr1:154607101-154609200	chiapet
chr1:15834301-15836550	chr1:241542301-241542600	chiapet
chr1:32474701-32475450	chr1:32501851-32502300	chiapet
chr1:62687401-62688750	chr1:62726101-62726550	chiapet
chr1:151992301-151994400	chr1:151510051-151514850	chiapet
chr1:245060701-245061150	chr1:244833751-244836450	chiapet
chr10:34297651-34298550	chr10:50579701-50580600	chiapet
chr11:64566451-64568850	chr11:64316851-64321200	chiapet
chr11:65467501-65469450	chr11:65441251-65445750	chiapet
chr11:65467501-65469450	chr11:65505451-65509800	chiapet
chr11:94767601-94770300	chr11:94832701-94833300	chiapet
chr11:108606601-108607200	chr11:108592651-108594300	chiapet
chr11:114182851-114184050	chr11:114178651-114180900	chiapet
chr12:2753701-2755050	chr12:2764351-2765250	chiapet
chr12:42921751-42922800	chr12:42915451-42916350	chiapet
chr12:52118251-52118700	chr12:52125601-52127550	chiapet
chr12:64633951-64634850	chr12:64625251-64626150	chiapet
chr12:64633951-64634850	chr12:64671301-64673250	chiapet
chr12:71135701-71136150	chr12:120290551-120293550	chiapet
chr12:89389801-89390400	chr12:89383351-89385300	chiapet
chr13:28392451-28392900	chr13:28408351-28408950	chiapet
chr13:106699351-106700850	chr13:106736851-106737450	chiapet
chr13:109275751-109276650	chr13:109748851-109749600	chiapet
chr14:30610501-30611250	chr14:31090651-31091850	chiapet
chr15:84747451-84749850	chr15:84852301-84853500	chiapet
chr15:84747451-84749850	chr15:84855001-84856050	chiapet
chr17:28497151-28500150	chr17:75778651-75781050	chiapet
chr17:37299601-37300050	chr17:36543901-36546300	chiapet
chr18:23684551-23685300	chr18:23664601-23665500	chiapet
chr18:49663951-49665000	chr18:49560451-49562850	chiapet
chr19:24032851-24034350	chr19:41530801-41532000	chiapet
chr2:168622651-168622950	chr2:168705601-168707100	chiapet
chr2:180374551-180375150	chr2:180367651-180368550	chiapet
chr2:203693401-203693700	chr2:230796301-230796750	chiapet
chr20:53857801-53858250	chr20:53863951-53866650	chiapet
chr20:53857801-53858250	chr20:53869801-53870850	chiapet
chr21:17467351-17467800	chr21:17435551-17437200	chiapet
chr21:17467351-17467800	chr21:17462401-17463150	chiapet
chr21:28961851-28962600	chr21:28699201-28699950	chiapet
chr21:36125551-36128400	chr21:36155401-36157650	chiapet
chr21:36753601-36754950	chr21:36639451-36641250	chiapet
chr21:42731101-42732300	chr21:42734101-42735000	chiapet
chr3:4688401-4688850	chr3:110743201-110743650	chiapet
chr4:42396301-42398700	chr4:42709501-42710250	chiapet
chr4:73947151-73948200	chr4:73948951-73949550	chiapet
chr4:78055951-78059850	chr4:77817751-77820750	chiapet
chr4:94653001-94653750	chr4:94757551-94759350	chiapet
chr4:186079051-186080100	chr4:186067801-186068700	chiapet
chr5:14977201-14977650	chr5:11992501-11992950	chiapet
chr5:91101601-91102200	chr5:91162501-91163400	chiapet
chr5:91101601-91102200	chr5:91382551-91384200	chiapet
chr5:124906351-124907100	chr5:124655701-124656600	chiapet
chr5:124906351-124907100	chr5:124908601-124909200	chiapet
chr5:177452251-177456450	chr5:176536351-176538900	chiapet
chr6:19851451-19852200	chr6:19836751-19839450	chiapet
chr6:106509901-106513050	chr6:106513951-106514850	chiapet
chr6:106509901-106513050	chr6:106347301-106347600	chiapet
chr6:106509901-106513050	chr6:106410901-106412100	chiapet
chr6:106509901-106513050	chr6:106446601-106447350	chiapet
chr6:110653951-110654700	chr6:110655751-110657250	chiapet
chr6:110653951-110654700	chr6:110681551-110682750	chiapet
chr7:151923301-151926600	chr7:151923301-151926600	chiapet
chr8:17836201-17836950	chr8:17794801-17795250	chiapet
chr8:56073601-56075250	chr8:73095301-73095900	chiapet
chr8:56073601-56075250	chr8:125644351-125644800	chiapet
chr8:80598451-80599350	chr8:80170801-80172900	chiapet
chr8:92927701-92928300	chr8:92964751-92966550	chiapet
chr8:101607151-101608650	chr8:100680601-100682100	chiapet
chr8:101607151-101608650	chr8:101504101-101506200	chiapet
chr8:101607151-101608650	chr8:101582701-101584950	chiapet
chr8:116759251-116759550	chr8:116471701-116473800	chiapet
chr9:109213051-109214100	chr9:109250401-109251900	chiapet
